Date/Time,Lat,Lon
9/1/2014 0:00,23.274167,77.360913
9/1/2014 0:01,23.274167,77.3692829
9/1/2014 0:06,23.274167,77.3692825
9/1/2014 0:14,23.2166735,77.4678799
9/1/2014 0:16,23.2166735,77.4678799
9/1/2014 0:24,23.298865,77.3543615
9/1/2014 0:27,23.298865,77.3543616
9/1/2014 0:28,23.273488,77.35431202
9/1/2014 0:30,23.211907,77.4507223
9/1/2014 0:30,23.2965597,77.3816856
9/1/2014 0:32,23.29752,77.2898329
9/1/2014 0:33,23.210668,77.4480483
9/1/2014 0:33,23.21685,77.4416701
9/1/2014 0:34,23.274167,77.3543617
9/1/2014 0:35,23.2166734,77.4678797
9/1/2014 0:37,23.23386446,77.453388
9/1/2014 0:38,23.216673,77.4678791
9/1/2014 0:39,23.199658,77.45804
9/1/2014 0:44,23.293073,77.348383
9/1/2014 0:48,23.211907,77.4507224
9/1/2014 0:48,23.207809,77.449268
9/1/2014 0:48,23.2965598,77.3816855
9/1/2014 0:49,23.205671,77.4527581
9/1/2014 0:51,23.30173,77.353942
9/1/2014 0:53,23.2965596,77.3816858
9/1/2014 0:55,23.2166734,77.4678797
9/1/2014 1:02,23.299678,77.297145
9/1/2014 1:04,23.2166735,77.4678799
9/1/2014 1:08,23.203622,77.4469911
9/1/2014 1:17,23.2166733,77.4678796
9/1/2014 1:20,23.274167,77.3543612
9/1/2014 1:28,23.2166735,77.4678799
9/1/2014 1:29,23.298865,77.3609131
9/1/2014 1:36,23.211907,77.4507226
9/1/2014 1:45,23.2166735,77.4678798
9/1/2014 1:47,23.3022488,77.35431204
9/1/2014 1:56,23.2166734,77.4678798
9/1/2014 2:00,23.2166734,77.4678797
9/1/2014 2:08,23.2965594,77.2898323
9/1/2014 2:50,23.2965597,77.3816857
9/1/2014 2:53,23.274167,77.3609139
9/1/2014 3:04,23.274167,77.3692829
9/1/2014 3:13,23.2965596,77.3816857
9/1/2014 3:20,23.274167,77.3609131
9/1/2014 3:22,23.274167,77.3692824
9/1/2014 3:26,23.2965599,77.3816852
9/1/2014 3:32,23.2965595,77.2898321
9/1/2014 3:35,23.2965598,77.3816853
9/1/2014 3:42,23.207809,77.4580407
9/1/2014 3:44,23.211907,77.4678792
9/1/2014 4:02,23.2965596,77.3539421
9/1/2014 4:08,23.2965596,77.3816856
9/1/2014 4:13,23.293073,77.289832
9/1/2014 4:14,23.298372,77.3813169
9/1/2014 4:26,23.2965594,77.3341359
9/1/2014 4:28,23.211907,77.4507221
9/1/2014 4:38,23.2965593,77.3503712
9/1/2014 5:05,23.296559,77.3341358
9/1/2014 6:23,23.302356,77.3835816
9/1/2014 6:35,23.302356,77.3835816
9/1/2014 6:57,23.301674,77.377479
9/1/2014 7:05,23.2965598,77.334135
9/1/2014 7:13,23.301674,77.3816851
9/1/2014 7:27,23.2965594,77.3816858
9/1/2014 7:29,23.2965597,77.3341354
9/1/2014 7:38,23.2965597,77.3341357
9/1/2014 7:38,23.2965597,77.3341357
9/1/2014 7:51,23.273488,77.3718814
9/1/2014 8:05,23.301674,77.377479
9/1/2014 8:11,23.29793,77.377479
9/1/2014 8:13,23.334949,77.3503714
9/1/2014 8:13,23.2965597,77.3341355
9/1/2014 8:17,23.2965594,77.3816859
9/1/2014 8:19,23.299678,77.347795
9/1/2014 8:21,23.273488,77.369282
9/1/2014 8:25,23.29752,77.354312
9/1/2014 8:30,23.273488,77.3718816
9/1/2014 8:30,23.316931,77.360459
9/1/2014 8:30,23.298865,77.314792
9/1/2014 8:39,23.2166735,77.45338805
9/1/2014 8:40,23.2965595,77.3816858
9/1/2014 8:40,23.296559,77.35097
9/1/2014 8:42,23.302356,77.3835815
9/1/2014 8:44,23.302356,77.3835816
9/1/2014 8:44,23.26526,77.35097
9/1/2014 8:45,23.302356,77.3835814
9/1/2014 8:51,23.302356,77.3835815
9/1/2014 8:53,23.210668,77.45338857
9/1/2014 9:10,23.302356,77.3835816
9/1/2014 9:12,23.2965594,77.3816858
9/1/2014 9:12,23.301674,77.3816851
9/1/2014 9:12,23.2965594,77.2898323
9/1/2014 9:12,23.2965594,77.2898323
9/1/2014 9:19,23.302356,77.3835813
9/1/2014 9:20,23.298372,77.3539421
9/1/2014 9:21,23.301674,77.377479
9/1/2014 9:21,23.301674,77.377479
9/1/2014 9:27,23.30173,77.3816859
9/1/2014 9:27,23.30173,77.3816859
9/1/2014 9:41,23.2965596,77.3816855
9/1/2014 9:41,23.301674,77.3816852
9/1/2014 9:41,23.29752,77.3692826
9/1/2014 9:49,23.302356,77.3835815
9/1/2014 9:50,23.30173,77.3543616
9/1/2014 9:51,23.2793666,77.3539427
9/1/2014 9:55,23.298372,77.3692823
9/1/2014 9:59,23.2166733,77.45338869
9/1/2014 10:01,23.296559,77.3341355
9/1/2014 10:09,23.2965591,77.3341354
9/1/2014 10:10,23.301674,77.3816857
9/1/2014 10:10,23.301674,77.3816853
9/1/2014 10:10,23.327757,77.3609137
9/1/2014 10:25,23.2965591,77.3341356
9/1/2014 10:26,23.301674,77.381685
9/1/2014 10:27,23.301674,77.3816851
9/1/2014 10:36,23.291921,77.3816854
9/1/2014 10:42,23.302356,77.3835814
9/1/2014 10:43,23.211907,77.4678791
9/1/2014 10:44,23.3022486,77.35431244
9/1/2014 10:46,23.301674,77.3816852
9/1/2014 10:48,23.301674,77.3816857
9/1/2014 10:52,23.301674,77.3816856
9/1/2014 10:54,23.301674,77.3816853
9/1/2014 10:54,23.29752,77.2898329
9/1/2014 10:56,23.302356,77.3835815
9/1/2014 10:57,23.2965598,77.381443
9/1/2014 10:58,23.211907,77.4678791
9/1/2014 11:02,23.2166736,77.45338883
9/1/2014 11:06,23.207809,77.4507222
9/1/2014 11:08,23.301674,77.3816854
9/1/2014 11:16,23.2965592,77.3718813
9/1/2014 11:21,23.301674,77.3816853
9/1/2014 11:26,23.302356,77.381316
9/1/2014 11:27,23.301674,77.381685
9/1/2014 11:28,23.26526,77.3878394
9/1/2014 11:30,23.270791,77.3341353
9/1/2014 11:35,23.301674,77.3816856
9/1/2014 11:39,23.2965595,77.35097
9/1/2014 11:46,23.2965599,77.3341352
9/1/2014 11:59,23.302071,77.3539429
9/1/2014 12:01,23.30173,77.3503715
9/1/2014 12:06,23.301674,77.3816854
9/1/2014 12:11,23.30173,77.3609133
9/1/2014 12:11,23.2965598,77.347795
9/1/2014 12:14,23.270791,77.3341353
9/1/2014 12:18,23.216673,77.4678793
9/1/2014 12:18,23.293073,77.2971454
9/1/2014 12:28,23.301674,77.3816856
9/1/2014 12:29,23.26526,77.3341353
9/1/2014 12:30,23.211907,77.44926809
9/1/2014 12:30,23.211907,77.44926809
9/1/2014 12:34,23.302356,77.3835815
9/1/2014 12:48,23.3022485,77.35431244
9/1/2014 12:51,23.3022481,77.3539429
9/1/2014 12:53,23.336692,77.2971452
9/1/2014 12:58,23.302356,77.3835815
9/1/2014 12:58,23.2965592,77.3604593
9/1/2014 13:00,23.299678,77.3692822
9/1/2014 13:08,23.280984,77.35431204
9/1/2014 13:08,23.2965596,77.3341357
9/1/2014 13:09,23.2965592,77.289832
9/1/2014 13:10,23.301674,77.3816852
9/1/2014 13:12,23.301674,77.3816857
9/1/2014 13:13,23.280984,77.3816859
9/1/2014 13:15,23.299678,77.3609131
9/1/2014 13:16,23.270791,77.3341354
9/1/2014 13:25,23.302356,77.3835815
9/1/2014 13:29,23.302071,77.3539426
